ApplicationDate,Age,CreditScore,EducationLevel,Experience,LoanAmount,MaritalStatus,HomeOwnershipStatus,ID,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
10-07-2038,33,626,Bachelor,13,34797,Married,Rent,A7496,5.54,1,Education,21,1132,139988,4,23.5,36
11-07-2038,33,475,High School,10,39242,Married,Own,A7497,3.28,1,Education,24,2143,148836,5,26.78,63
12-07-2038,65,652,High School,47,41358,Single,Mortgage,A7498,14.4,0,Auto,23,17324,100883,4,21.19,41
13-07-2038,18,467,Bachelor,0,20416,Single,Own,A7499,15.6,0,Home,23,1303,19967,4,29.94,XX
14-07-2038,37,627,Bachelor,16,46539,Married,Own,A7500,378,1,Home,23,2331,168724,3,27.57,47
15-07-2038,60,552,Master,39,33918,Married,Rent,A7501,1.29,0,Education,25,828,410686,2,25.11,49
16-07-2038,41,558,Associate,16,13426,Single,Rent,A7502,15,1,Debt Consolidation,25,2955,8364,3,22.3,49
17-07-2038,49,519,Associate,27,21712,Married,Other,A7503,18.1,1,Home,20,3555,13811,5,28.16,51
18-07-2038,41,617,High School,16,5478,Married,Rent,A7504,1.36,3,Auto,18,6358,25724,1,18,37
19-07-2038,31,567,High School,9,6602,Single,Mortgage,A7505,18.8,2,Home,22,2841,150493,4,20.42,51
20-07-2038,18,521,High School,0,50051,Divorced,Own,A7506,30.5,1,Debt Consolidation,28,1728,221849,3,31.14,49
21-07-2038,42,591,Bachelor,21,30254,Married,Rent,A7507,27,0,Other,33,1723,17965,3,19.19,51
22-07-2038,30,543,High School,9,25306,Single,Mortgage,A7508,23.5,0,Auto,31,10872,73126,7,30.83,55
23-07-2038,30,640,Master,11,45365,Married,Mortgage,A7509,19.2,0,Home,32,9481,120158,3,21.94,50
24-07-2038,34,628,Bachelor,11,78777,Divorced,Other,A7510,4.52,0,Home,20,1664,36697,3,28.77,54
25-07-2038,60,580,Master,37,11092,Single,Own,A7511,1.99,1,Home,20,3125,43640,8,22.1,41
26-07-2038,68,638,Associate,44,13387,Single,Rent,A7512,16.6,0,Auto,25,2738,105160,5,24.91,64
27-07-2038,42,623,Bachelor,19,16577,Single,Rent,A7513,22.7,1,Auto,18,1889,154563,3,18.46,39
28-07-2038,34,581,Bachelor,7,6709,Married,Other,A7514,1.68,1,Auto,23,4975,51273,6,20.54,43
29-07-2038,25,556,Doctorate,2,35625,Divorced,Mortgage,A7515,28.7,1,Education,19,1700,33438,5,26.03,54
30-07-2038,45,571,Bachelor,21,19909,Married,Rent,A7516,22.8,0,Auto,29,2899,9150,10,21.13,65
31-07-2038,61,615,Bachelor,39,20611,Divorced,Mortgage,A7517,142,2,Home,21,3103,91075,2,25.95,XX
01-08-2038,37,590,Bachelor,16,38580,Single,Mortgage,A7518,2.09,1,Home,31,1735,83654,4,22.8,53
02-08-2038,18,561,High School,0,10236,Single,Rent,A7519,4.08,1,Home,19,3180,34840,1,24.02,59
03-08-2038,48,605,Bachelor,26,22328,Married,Rent,A7520,26.1,0,Other,19,3475,85016,5,18.93,55
04-08-2038,51,661,Doctorate,27,12539,Single,Other,A7521,22.3,1,Home,27,1731,18945,11,17.68,46
05-08-2038,20,549,High School,0,28517,Married,Rent,A7522,9.93,2,Home,26,22592,23022,6,29.35,59
06-08-2038,42,599,Bachelor,21,13105,Married,Mortgage,A7523,13.3,0,Debt Consolidation,23,5298,53002,4,21.68,54
07-08-2038,45,603,Bachelor,20,19353,Married,Mortgage,A7524,1.56,1,Debt Consolidation,19,4226,61619,4,21.53,50
08-08-2038,39,657,Master,18,12404,Married,Other,A7525,26.8,2,Auto,22,662,207854,4,14.59,35
09-08-2038,30,556,High School,6,31567,Single,Rent,A7526,36.5,2,Debt Consolidation,25,3042,180550,4,27.65,53
10-08-2038,52,566,High School,27,13936,Married,Rent,A7527,16,2,Auto,24,3709,702956,7,23.42,36
11-08-2038,35,575,High School,13,22169,Married,Mortgage,A7528,4.56,1,Education,24,4338,91869,3,17.36,43
12-08-2038,22,580,High School,0,18955,Single,Own,A7529,4.61,1,Home,31,5517,138680,6,28.63,49
13-08-2038,18,523,Bachelor,0,38683,Married,Mortgage,A7530,18,3,Home,27,1684,68299,3,31.09,55
14-08-2038,55,572,High School,31,12789,Widowed,Rent,A7531,19.7,1,Home,29,550,48296,3,22.94,XX
15-08-2038,47,615,Bachelor,26,49929,Divorced,Own,A7532,8.54,1,Education,26,2868,10659,6,22.24,36
16-08-2038,41,563,Master,18,27155,Widowed,Mortgage,A7533,8.69,1,Debt Consolidation,17,2198,38183,7,24.88,51
17-08-2038,34,569,High School,14,11428,Widowed,Mortgage,A7534,457,2,Education,22,459,380054,7,23.52,53
18-08-2038,33,585,High School,7,17263,Single,Rent,A7535,5.03,1,Other,26,11779,39169,3,21.73,63
19-08-2038,27,609,Doctorate,9,28661,Married,Rent,A7536,48.2,0,Education,25,4620,14489,3,20.21,51
20-08-2038,34,598,Bachelor,12,12583,Married,Rent,A7537,4.03,1,Home,22,1442,150145,4,20.34,39
21-08-2038,18,527,High School,0,41822,Married,Own,A7538,3.4,2,Education,20,16443,17662,8,24.8,59
22-08-2038,31,579,Associate,7,27039,Married,Other,A7539,4.17,2,Home,22,2491,91413,4,21.5,53
23-08-2038,36,635,Doctorate,10,38386,Divorced,Mortgage,A7540,3.18,3,Education,15,2712,43854,1,19.22,56
24-08-2038,47,589,High School,23,22392,Married,Mortgage,A7541,31.3,2,Home,20,7117,123041,6,20.86,59
25-08-2038,39,416,Bachelor,11,21065,Widowed,Mortgage,A7542,2.75,1,Home,24,13058,27649,1,27.59,56
26-08-2038,49,651,High School,29,33954,Divorced,Mortgage,A7543,25.7,3,Home,25,9357,81391,7,21.69,46
27-08-2038,56,519,Associate,36,17694,Married,Rent,A7544,5.89,1,Other,23,1157,55048,5,25.54,72
28-08-2038,52,606,Master,31,25117,Married,Own,A7545,21.7,1,Debt Consolidation,21,2477,484392,4,20.9,38
29-08-2038,45,627,High School,22,47522,Single,Own,A7546,22,1,Other,30,4442,75140,6,17.41,49
30-08-2038,40,572,Associate,20,51002,Divorced,Own,A7547,21.1,0,Debt Consolidation,22,815,66192,1,26.44,51
31-08-2038,28,578,Associate,7,23193,Single,Rent,A7548,23.5,0,Debt Consolidation,30,8721,50353,11,20.72,56
01-09-2038,48,549,Bachelor,24,51554,Married,Mortgage,A7549,6.13,2,Debt Consolidation,21,5394,142196,4,30.02,60
02-09-2038,60,474,High School,40,16766,Married,Other,A7550,5.62,1,Debt Consolidation,13,8485,188784,3,32.91,56
03-09-2038,44,566,Associate,24,33907,Divorced,Rent,A7551,35.3,2,Home,29,1699,19511,4,28.98,68
04-09-2038,63,607,Associate,41,40949,Single,Rent,A7552,20.7,0,Home,20,574,52437,3,22.42,47
05-09-2038,21,554,High School,0,21551,Divorced,Rent,A7553,24,2,Debt Consolidation,25,877,19546,5,23.05,64
06-09-2038,26,622,Associate,1,9972,Divorced,Mortgage,A7554,32.4,0,Debt Consolidation,22,5513,270476,3,19.59,32
07-09-2038,50,597,Master,29,16123,Single,Mortgage,A7555,3.99,0,Debt Consolidation,24,3384,29993,5,21.45,54
08-09-2038,43,569,High School,22,6885,Single,Other,A7556,2.4,1,Debt Consolidation,24,10132,51970,2,22.46,63
09-09-2038,55,598,Bachelor,31,39645,Divorced,Own,A7557,38.4,3,Other,23,2643,212967,2,26.3,49
10-09-2038,39,492,High School,NaN,31128,Widowed,Own,A7558,1.54,1,Home,28,3889,229125,3,30.36,57
11-09-2038,29,577,High School,4,24186,Divorced,Rent,A7559,36,0,Auto,21,9019,58353,8,29.59,65
12-09-2038,37,491,High School,14,49538,Single,Rent,A7560,2.77,0,Home,18,1785,170052,8,37.43,68
13-09-2038,21,477,Associate,0,11597,Single,Mortgage,A7561,3.49,0,Other,29,3378,47655,3,24.9,56
14-09-2038,26,572,High School,2,15835,Married,Mortgage,A7562,197,1,Debt Consolidation,14,4062,36537,6,19.56,43
15-09-2038,51,648,Bachelor,29,12433,Single,Rent,A7563,61.8,0,Auto,24,1694,42275,4,21.5,XX
16-09-2038,50,619,Master,28,17815,Divorced,Mortgage,A7564,5.15,0,Auto,21,1855,54707,7,17.25,39
17-09-2038,44,600,High School,25,23694,Married,Own,A7565,30.4,1,Debt Consolidation,20,5173,51096,3,23.09,53
18-09-2038,19,501,Bachelor,0,16458,Married,Mortgage,A7566,8.1,2,Other,24,1398,25708,3,26.35,58
19-09-2038,35,569,High School,12,24457,Married,Rent,A7567,6.09,4,Education,15,1058,39243,8,26.04,53
20-09-2038,25,528,High School,1,41698,Single,Own,A7568,2.17,0,Home,19,859,86874,8,24.11,48
21-09-2038,54,608,High School,36,17792,Married,Rent,A7569,26.3,1,Home,25,12940,13166,3,18.54,42
22-09-2038,32,467,Associate,10,23564,Single,Other,A7570,31.1,1,Auto,34,25424,222642,4,27.67,XX
23-09-2038,26,576,High School,5,53127,Divorced,Mortgage,A7571,37.2,1,Home,23,1491,241701,2,30.53,50
24-09-2038,40,584,Bachelor,14,11430,Married,Mortgage,A7572,1.24,2,Education,23,12101,23999,10,23.34,43
25-09-2038,32,577,High School,8,39815,Married,Rent,A7573,713,0,Auto,14,1642,32943,6,24.36,57
26-09-2038,57,594,Associate,34,10895,Single,Mortgage,A7574,18.1,2,Home,20,1003,84763,7,20.37,66
27-09-2038,31,584,Bachelor,9,11785,Married,Rent,A7575,1.54,0,Home,22,1037,72696,3,20.06,53
28-09-2038,23,513,High School,0,84996,Single,Other,A7576,38.6,0,Debt Consolidation,27,2826,64268,3,34.76,48
29-09-2038,18,596,Bachelor,0,24148,Divorced,Mortgage,A7577,4.31,0,Home,21,8652,67286,4,17.69,61
30-09-2038,39,538,High School,17,40962,Married,Rent,A7578,2.17,2,Auto,27,342,96613,5,23.19,54
01-10-2038,33,590,High School,12,48865,Single,Rent,A7579,12.2,0,Debt Consolidation,26,8382,74105,4,24.02,50
02-10-2038,22,471,Master,0,26622,Married,Rent,A7580,12.3,2,Auto,27,5709,76952,3,30.21,51
03-10-2038,54,624,Associate,29,12746,Married,Mortgage,A7581,27.3,1,Debt Consolidation,28,4674,42930,4,21.95,XX
04-10-2038,48,542,Master,23,40020,Single,Mortgage,A7582,8.67,2,Home,28,4784,86716,4,27.23,40
05-10-2038,39,564,High School,19,29090,Married,Mortgage,A7583,6.41,0,Auto,22,792,211447,5,24.1,56
06-10-2038,56,609,Associate,32,17655,Single,Mortgage,A7584,12.2,0,Debt Consolidation,30,874,90237,4,16.8,40
07-10-2038,47,599,High School,24,12285,Divorced,Other,A7585,30.6,1,Home,26,1379,22721,6,26.88,XX
08-10-2038,30,573,Associate,5,22005,Divorced,Rent,A7586,19.1,2,Debt Consolidation,16,2967,73984,6,20.45,51
09-10-2038,27,574,Associate,4,18693,Married,Own,A7587,694,0,Auto,18,1241,135033,4,24.29,56
10-10-2038,49,601,High School,27,21407,Divorced,Other,A7588,26.6,0,Auto,23,3103,83302,7,18.75,57
11-10-2038,44,641,Associate,21,42765,Married,Rent,A7589,1.6,1,Other,21,2475,73903,6,22.24,53
12-10-2038,42,499,High School,23,30157,Divorced,Rent,A7590,2.7,1,Home,25,1494,101055,6,24.34,49
13-10-2038,29,473,Master,8,9443,Single,Mortgage,A7591,11.3,1,Auto,23,2111,38143,3,28.93,51
14-10-2038,47,540,Associate,24,22339,Married,Mortgage,A7592,10.8,0,Other,29,2419,35533,6,21.38,37
15-10-2038,30,506,Bachelor,5,52905,Married,Rent,A7593,31.2,0,Education,24,453,20993,4,29.69,55
16-10-2038,38,625,Master,17,14358,Married,Rent,A7594,4.76,1,Education,22,4066,108952,4,17.42,40
17-10-2038,57,580,High School,35,13111,Widowed,Rent,A7595,180,0,Home,15,8550,109651,6,19.76,53
18-10-2038,32,534,Associate,13,59248,Married,Own,A7596,17.1,1,Home,27,8971,102422,2,30.65,XX
19-10-2038,21,489,High School,0,12541,Married,Rent,A7597,39.6,1,Debt Consolidation,22,16516,49093,2,27.16,62
20-10-2038,27,557,High School,2,23940,Married,Mortgage,A7598,7.46,0,Debt Consolidation,22,15916,53809,6,21.88,55
21-10-2038,51,604,High School,27,13115,Divorced,Rent,A7599,17.9,1,Auto,28,8049,59748,8,19.6,42
22-10-2038,43,625,Associate,20,17840,Single,Mortgage,A7600,9.05,0,Other,25,8598,54354,8,18.94,46
23-10-2038,38,523,Associate,12,6866,Married,Rent,A7601,17.3,2,Home,36,861,104756,5,26.75,53
24-10-2038,33,412,High School,12,12869,Single,Own,A7602,4.37,2,Home,17,1315,39547,6,33.65,57
25-10-2038,45,563,High School,24,5499,Married,Other,A7603,5.17,0,Debt Consolidation,18,9113,47805,7,26.51,54
26-10-2038,29,465,High School,4,50718,Married,Own,A7604,374,0,Other,19,3077,211969,6,34.34,48
27-10-2038,43,585,High School,19,18046,Single,Mortgage,A7605,3.55,0,Auto,18,6098,23291,10,24.34,53
28-10-2038,31,557,Bachelor,11,16955,Single,Mortgage,A7606,5.95,1,Debt Consolidation,18,6112,473323,6,27.62,47
29-10-2038,29,569,Bachelor,8,9303,Divorced,Mortgage,A7607,5.12,2,Home,25,5255,36237,4,17.11,59
30-10-2038,32,536,Associate,6,8028,Married,Rent,A7608,23.3,0,Home,26,2095,236960,3,23.38,38
31-10-2038,35,499,Bachelor,12,32967,Divorced,Mortgage,A7609,6.49,2,Debt Consolidation,27,2191,12541,5,31.5,59
01-11-2038,39,580,Associate,NaN,15519,Married,Own,A7610,5.98,1,Debt Consolidation,34,2081,24316,5,24.55,40
02-11-2038,42,570,Bachelor,22,24444,Married,Mortgage,A7611,2.98,1,Debt Consolidation,28,181,55468,5,26.95,58
03-11-2038,18,563,High School,0,25815,Married,Rent,A7612,2.99,1,Home,26,2980,119951,4,32.63,46
04-11-2038,30,479,High School,10,10408,Married,Mortgage,A7613,238,0,Debt Consolidation,38,3015,63568,5,25.28,51
05-11-2038,35,528,Bachelor,16,50314,Married,Other,A7614,10,1,Other,22,635,33392,1,25.17,XX
06-11-2038,58,638,Doctorate,34,24489,Married,Own,A7615,19.8,1,Home,27,10960,47720,8,16.37,50
07-11-2038,27,540,Bachelor,2,16958,Divorced,Rent,A7616,12.1,1,Debt Consolidation,19,1162,131981,7,22.7,54
08-11-2038,41,597,High School,19,17889,Married,Mortgage,A7617,3.23,1,Home,15,4204,115837,6,18.63,67
09-11-2038,57,524,High School,36,19148,Married,Own,A7618,27.1,0,Home,23,4207,286833,7,22.85,38
10-11-2038,24,558,Associate,0,11800,Single,Mortgage,A7619,10.4,1,Debt Consolidation,27,1983,51805,8,19.88,50
11-11-2038,44,551,Bachelor,22,13712,Married,Own,A7620,1.35,1,Home,26,2592,186449,4,23.04,38
12-11-2038,30,561,High School,8,12695,Widowed,Own,A7621,21.4,0,Auto,16,2255,46492,6,24.93,57
13-11-2038,33,508,Bachelor,7,26473,Divorced,Own,A7622,3.49,0,Education,18,2943,317766,4,30.34,49
14-11-2038,30,524,Bachelor,8,13774,Widowed,Mortgage,A7623,3.53,0,Home,37,4757,62667,3,24.5,55
15-11-2038,31,519,Bachelor,10,29661,Married,Mortgage,A7624,2.43,0,Home,23,3584,5429,7,24.85,39
16-11-2038,72,645,Bachelor,48,19040,Widowed,Other,A7625,24.7,1,Education,21,869,23308,5,17.11,49
17-11-2038,50,627,Bachelor,29,15788,Married,Rent,A7626,5.02,0,Home,19,3350,56623,8,18.1,XX
18-11-2038,53,563,High School,31,18511,Single,Mortgage,A7627,4.51,1,Home,32,19630,40903,6,31.54,57
19-11-2038,45,628,Bachelor,25,30690,Widowed,Mortgage,A7628,20.7,0,Home,30,7029,186565,5,25.91,44
20-11-2038,20,620,Master,0,36381,Single,Rent,A7629,23.2,1,Auto,38,1461,73172,6,25.91,57
21-11-2038,44,533,Master,21,34576,Married,Rent,A7630,3.29,1,Education,27,2134,98391,8,28.21,42
22-11-2038,52,477,High School,28,24524,Married,Rent,A7631,843,0,Home,19,4172,170134,5,31.14,54
23-11-2038,29,553,Bachelor,5,17902,Single,Rent,A7632,7.11,0,Home,10,274,29812,6,22.42,59
24-11-2038,51,666,Doctorate,27,24362,Married,Rent,A7633,6,2,Auto,34,1587,118717,3,21.16,40
25-11-2038,48,644,Bachelor,25,14202,Married,Mortgage,A7634,21,1,Home,19,509,79346,4,16.83,45
26-11-2038,62,604,High School,40,36191,Divorced,Own,A7635,16.9,0,Auto,24,7488,256553,5,25.36,44
27-11-2038,34,533,Master,10,12443,Married,Mortgage,A7636,4.8,3,Debt Consolidation,20,1128,104966,3,22.55,56
28-11-2038,26,582,High School,6,28142,Married,Other,A7637,5.31,1,Home,24,7422,91423,4,22.46,64
29-11-2038,35,540,High School,17,14498,Married,Rent,A7638,24.3,2,Education,37,651,46932,5,21.71,67
30-11-2038,57,649,Associate,32,21818,Widowed,Mortgage,A7639,4.35,0,Debt Consolidation,25,4570,102470,5,21.78,53
01-12-2038,18,530,High School,0,26954,Married,Own,A7640,2.91,4,Education,25,3315,310475,5,22.14,46
02-12-2038,18,601,High School,0,22712,Married,Rent,A7641,4.72,1,Home,23,1587,80102,4,15.4,49
03-12-2038,41,612,Associate,16,49467,Married,Rent,A7642,6.47,0,Education,29,2976,165348,6,20.02,48
04-12-2038,34,579,Bachelor,13,31575,Married,Mortgage,A7643,41,1,Home,29,3066,116640,4,24.62,XX
05-12-2038,40,539,Master,19,9281,Widowed,Rent,A7644,20.6,2,Home,28,1542,45967,5,26.72,56
06-12-2038,51,635,Bachelor,30,19131,Divorced,Own,A7645,13.6,1,Other,26,19993,40255,5,22.4,40
07-12-2038,33,628,Master,9,23610,Single,Rent,A7646,11.5,0,Home,29,2167,11693,2,21.98,57
08-12-2038,18,589,Associate,0,12670,Married,Mortgage,A7647,13.6,2,Home,19,1433,47217,4,24.89,54
09-12-2038,64,608,Associate,43,25013,Married,Mortgage,A7648,9.57,0,Education,34,4089,118630,5,26.64,61
10-12-2038,28,609,Bachelor,5,16735,Divorced,Own,A7649,38.8,2,Other,30,2964,32405,6,22.05,53
11-12-2038,27,528,Bachelor,7,38018,Married,Mortgage,A7650,12.1,0,Education,29,2324,5614,6,35.88,62
12-12-2038,53,616,Bachelor,32,40020,Divorced,Rent,A7651,23.5,2,Debt Consolidation,26,1769,23347,5,22.42,68
13-12-2038,35,433,High School,17,9280,Married,Mortgage,A7652,7.78,1,Auto,25,6137,27735,3,28.36,57
14-12-2038,39,574,Associate,NaN,16978,Married,Own,A7653,32,1,Debt Consolidation,26,3828,32921,6,26.65,58
15-12-2038,45,613,Associate,24,16223,Single,Own,A7654,28.4,2,Auto,22,872,178014,3,21.07,40
16-12-2038,53,621,High School,33,17508,Married,Mortgage,A7655,3.02,2,Education,27,2519,30165,6,21.4,XX
17-12-2038,35,536,Master,NaN,12668,Widowed,Rent,A7656,6.51,1,Auto,32,23642,24385,4,20.49,57
18-12-2038,58,643,Bachelor,36,24305,Divorced,Mortgage,A7657,2.95,0,Debt Consolidation,29,5314,100442,3,19.07,37
19-12-2038,18,494,Bachelor,0,15192,Widowed,Own,A7658,18.6,2,Home,27,944,199018,6,24.38,47
20-12-2038,49,450,High School,23,8376,Married,Mortgage,A7659,267,1,Home,19,3265,60917,6,27.43,54
21-12-2038,29,543,Bachelor,11,11812,Single,Own,A7660,3.51,0,Education,22,3614,176000,6,26.09,51
22-12-2038,56,669,Master,34,5660,Widowed,Rent,A7661,4,2,Auto,30,807,36474,5,18.34,53
23-12-2038,41,568,High School,18,15662,Married,Other,A7662,3.4,1,Home,17,3645,127052,1,24,46
24-12-2038,31,575,Associate,10,8606,Widowed,Own,A7663,40.8,1,Debt Consolidation,29,5090,23701,7,23.69,70
25-12-2038,47,656,Associate,24,11234,Divorced,Rent,A7664,6.27,1,Debt Consolidation,13,280,73357,6,21.61,54
26-12-2038,50,524,Associate,29,10153,Married,Own,A7665,25.6,0,Home,26,901,38617,5,25.94,XX
27-12-2038,47,612,Bachelor,21,6616,Married,Mortgage,A7666,1.37,0,Debt Consolidation,37,48701,166028,7,16.49,34
28-12-2038,27,601,Associate,7,16556,Single,Rent,A7667,15.6,3,Home,22,3226,17139,3,20.48,55
29-12-2038,34,586,Bachelor,16,33919,Single,Own,A7668,26.7,0,Debt Consolidation,23,30277,89205,10,24.19,39
30-12-2038,39,577,Associate,19,23116,Divorced,Rent,A7669,14.7,0,Education,23,2035,37632,8,23.47,59
31-12-2038,39,611,High School,16,14118,Married,Own,A7670,22.9,2,Auto,25,9886,105116,5,23.41,47
01-01-2039,48,518,Master,26,8526,Single,Rent,A7671,10.4,1,Education,25,2450,56442,4,19.65,46
02-01-2039,18,516,High School,0,24050,Married,Mortgage,A7672,14.1,0,Home,24,9175,112872,4,25.48,54
03-01-2039,44,460,Bachelor,20,42467,Married,Own,A7673,7.48,1,Auto,25,1423,141478,2,30.35,48
04-01-2039,36,554,High School,NaN,13007,Divorced,Rent,A7674,17.5,1,Home,23,6421,88874,3,23.59,53
05-01-2039,29,591,Master,7,31783,Married,Mortgage,A7675,22,0,Debt Consolidation,25,609,69158,6,25.28,60
06-01-2039,31,570,Master,9,17686,Married,Own,A7676,14,0,Debt Consolidation,20,267,61850,3,22.52,57
07-01-2039,37,472,Associate,11,33548,Married,Mortgage,A7677,28.9,2,Home,23,3105,102521,8,30.12,55
08-01-2039,18,506,High School,0,24027,Single,Mortgage,A7678,43.5,0,Debt Consolidation,33,3427,55253,11,25.88,57
09-01-2039,31,624,Bachelor,5,24703,Married,Own,A7679,169,3,Debt Consolidation,30,29393,205664,6,18.31,59
10-01-2039,29,614,High School,5,12753,Divorced,Own,A7680,4.15,3,Auto,13,8912,80383,5,19.59,49
11-01-2039,46,572,Bachelor,24,27027,Single,Mortgage,A7681,3.83,0,Debt Consolidation,31,13947,27355,5,21.42,44
12-01-2039,30,586,Master,10,21849,Single,Mortgage,A7682,36,2,Auto,14,5554,79417,7,24.54,62
13-01-2039,37,543,Bachelor,14,21757,Married,Rent,A7683,4.64,1,Auto,27,1742,124686,2,19.98,40
14-01-2039,58,651,Master,36,30768,Married,Own,A7684,21.7,1,Auto,30,1164,180200,4,19.22,40
15-01-2039,51,589,High School,29,14529,Married,Other,A7685,17.4,1,Debt Consolidation,16,1577,173785,3,24.24,53
16-01-2039,50,579,Master,28,29227,Single,Mortgage,A7686,3.59,1,Auto,19,2308,91973,5,28.07,66
17-01-2039,34,476,High School,16,29546,Married,Mortgage,A7687,7.29,1,Debt Consolidation,31,759,11796,5,31.16,62
18-01-2039,46,609,High School,21,19468,Married,Own,A7688,7.55,1,Home,24,38739,131111,4,16.36,48
19-01-2039,37,541,Master,NaN,19238,Married,Mortgage,A7689,35.5,1,Auto,30,5676,56891,5,25.18,40
20-01-2039,37,533,Bachelor,17,20328,Single,Rent,A7690,26.3,0,Debt Consolidation,21,6610,97231,2,25.78,53
21-01-2039,44,626,Bachelor,21,18395,Married,Mortgage,A7691,2.71,0,Education,30,5112,35281,8,24.05,38
22-01-2039,32,647,Master,11,13179,Married,Rent,A7692,20.4,0,Home,25,426,27027,1,15.88,49
23-01-2039,57,594,Bachelor,33,10629,Married,Rent,A7693,2,0,Other,21,4995,55222,7,22.5,38
24-01-2039,38,527,High School,14,13073,Married,Own,A7694,249,1,Home,24,16267,119642,7,29.94,51
25-01-2039,47,642,Bachelor,22,52270,Divorced,Mortgage,A7695,5.23,1,Debt Consolidation,20,2611,917728,7,22.02,36
26-01-2039,57,529,High School,35,17095,Married,Own,A7696,4.19,1,Home,26,987,105111,5,22.65,65
27-01-2039,52,500,High School,30,17357,Married,Rent,A7697,4.83,3,Home,23,32058,166644,7,29.81,51
28-01-2039,23,511,Bachelor,2,21070,Married,Rent,A7698,22.3,0,Education,13,3018,137345,3,24.68,64
29-01-2039,45,556,Master,24,40346,Single,Rent,A7699,8.26,0,Education,18,8501,32648,3,28.03,50
30-01-2039,50,624,Bachelor,28,15685,Single,Mortgage,A7700,6.12,1,Home,18,707,130505,5,20.47,45
31-01-2039,50,591,Associate,28,22459,Widowed,Mortgage,A7701,6.44,2,Auto,21,889,48951,4,21.52,41
01-02-2039,26,615,Master,5,9616,Single,Rent,A7702,42.8,0,Auto,25,9087,52452,3,25.09,60
02-02-2039,32,634,Doctorate,12,9675,Single,Own,A7703,26.1,1,Auto,23,2110,33822,5,15.81,38
03-02-2039,51,592,Associate,29,17623,Married,Mortgage,A7704,180,0,Education,29,14620,145575,2,21.87,47
04-02-2039,30,581,High School,8,19200,Married,Rent,A7705,20.9,2,Education,26,1963,109986,5,23.57,57
05-02-2039,36,615,High School,16,21778,Married,Mortgage,A7706,12.9,1,Other,33,1115,161608,3,23.13,42
06-02-2039,58,652,Associate,34,24077,Single,Mortgage,A7707,2.74,2,Debt Consolidation,29,1751,69999,3,20.26,46
07-02-2039,39,564,High School,13,32485,Married,Rent,A7708,5.84,0,Auto,23,6976,24688,5,25.16,58
08-02-2039,31,566,Associate,7,15213,Married,Mortgage,A7709,8.65,1,Debt Consolidation,25,1753,132712,6,19.61,47
09-02-2039,29,520,Bachelor,8,21025,Married,Mortgage,A7710,42.4,0,Auto,28,2349,193278,2,24.12,40
10-02-2039,43,633,Bachelor,21,16316,Divorced,Mortgage,A7711,20.1,1,Debt Consolidation,22,2199,32401,5,21.78,57
11-02-2039,24,606,Doctorate,0,36534,Married,Own,A7712,3.02,0,Home,19,271,104741,4,23.56,55
12-02-2039,37,560,Associate,17,15256,Married,Rent,A7713,30,2,Home,22,3762,127460,9,27.69,54
13-02-2039,43,610,High School,19,52056,Married,Own,A7714,3.81,1,Other,28,5446,92287,6,23.94,51
14-02-2039,55,614,Associate,35,23013,Married,Rent,A7715,21.4,0,Auto,28,10453,86018,4,25.76,39
15-02-2039,48,464,Master,22,25617,Married,Mortgage,A7716,46,0,Home,15,11995,24180,9,30.61,69
16-02-2039,31,554,High School,9,5964,Married,Mortgage,A7717,5.22,2,Home,25,4263,27596,4,18.95,41
17-02-2039,54,475,High School,27,22641,Widowed,Own,A7718,20,1,Home,24,12365,75030,7,26.99,49
18-02-2039,36,544,Bachelor,10,19950,Married,Mortgage,A7719,1.6,0,Other,20,1081,227933,2,23.24,38
19-02-2039,25,561,High School,3,12559,Married,Mortgage,A7720,12.4,1,Home,26,2847,22519,4,27.64,59
20-02-2039,37,612,Bachelor,16,6201,Single,Own,A7721,28.8,1,Debt Consolidation,26,3702,109057,8,18.43,36
21-02-2039,57,522,Associate,34,12520,Married,Mortgage,A7722,1.75,2,Auto,23,4683,89768,5,21.61,47
22-02-2039,41,576,Bachelor,19,21066,Divorced,Rent,A7723,14.4,1,Other,20,2683,217832,2,19.17,36
23-02-2039,40,623,Bachelor,18,14701,Single,Rent,A7724,19,0,Home,32,4685,279049,3,23.65,37
24-02-2039,59,608,High School,40,39680,Single,Own,A7725,41.4,2,Education,32,1160,117294,2,21.53,50
25-02-2039,22,528,Associate,1,20265,Married,Other,A7726,5.32,1,Home,24,12100,85279,3,21.41,70
26-02-2039,24,501,Associate,4,29878,Married,Own,A7727,5.95,1,Debt Consolidation,19,1593,147328,6,30.22,50
27-02-2039,20,500,Master,0,17524,Single,Mortgage,A7728,43.5,2,Education,24,1113,9363,0,25.68,65
28-02-2039,44,565,Bachelor,20,18795,Single,Mortgage,A7729,3.32,1,Home,21,14109,67645,2,21.67,41
01-03-2039,41,598,Bachelor,17,45847,Divorced,Own,A7730,3.35,1,Education,21,17518,47730,1,22.02,51
02-03-2039,58,593,Associate,35,33538,Divorced,Mortgage,A7731,20,0,Auto,30,3690,39219,2,25.07,44
03-03-2039,42,574,Bachelor,21,18109,Divorced,Other,A7732,1.84,0,Debt Consolidation,25,1303,9982,9,31.57,59
